CODE,YEAR,DEVING,FOIPASS,FOI_postpassage,polity2,NEWDEM,logINGO,CORRUPTION,logtrade,loggdpcap,AID_DEPENDENCE,IMFDUMMY,FOI_REGIONAL,FOI_IGO,turnfreq,opp1vote,oppvote,opp1vote_dev,turnfreq1,FHDEM,checks,PRESSFREEDOM,PRES,FDISTOCK,GDPGRTH,BATTLEDEATHS,INJUD,yrcurnt
ALB,1983,1,0,0,-9,0,4.219507705,2.6375,3.767055925,7.012599366,NA,0,0,0.101661663,0,0,0,0,0,0,1,0,1,NA,NA,0,0,NA
ALB,1984,1,0,0,-9,0,4.234106505,2.6375,3.663705785,7.004314268,NA,0,0,0.101615597,0,0,0,0,0,0,1,0,1,NA,0.011049383,0,0,NA
ALB,1985,1,0,0,-9,0,4.262679877,2.6375,3.605237745,6.970981131,-5.399243285,0,0,0.083310181,0,0,0,0,0,0,1,0,1,NA,-0.012515967,0,0,NA
ALB,1986,1,0,0,-9,0,4.204692619,2.6375,3.546319035,6.965897523,-5.399243285,0,0,0.099559958,0,0,0,0,0,0,1,0,1,NA,0.01780644,0,0,NA
ALB,1987,1,0,0,-9,0,4.158883083,2.6375,3.41854649,6.995292121,-5.399243285,0,0.052631579,0.108430543,0,0,0,0,0,0,1,0,1,NA,0.056372432,0,0,NA
ALB,1988,1,0,0,-9,0,4.17438727,2.6375,3.434916078,6.960413055,-5.399243285,0,0.105263158,0.120910692,0,0,0,0,0,0,1,0,1,NA,-0.007878426,0,0,NA
ALB,1989,1,0,0,-9,0,4.158883083,2.6375,3.572354221,6.921057523,-5.093246207,0,0.105263158,0.120449155,0,0,0,0,0,0,1,0,1,NA,-0.014200397,0,0,NA
ALB,1990,1,0,0,-9,0,4.189654742,2.6375,3.654767445,6.996008709,-4.872430759,0,0.105263158,0.133427426,0,0,0,0,0,0,1,0,1,NA,0.09836549,0,0,NA
ALB,1991,1,0,0,1,0,4.276666119,2.6375,3.639315799,6.885269897,-4.731650263,0,0.157894737,0.145700997,0,0,0,0,0,0,1,0,1,NA,-0.095756402,0,1,0
ALB,1992,1,0,0,1,0,4.304065093,2.6375,3.550088138,6.534175379,-1.247881031,0,0.157894737,0.153154567,0,0,0,0,0,1,NA,0,0,NA,-0.295889977,0,2,0
ALB,1993,1,0,0,5,0,4.905274778,2.6375,4.605197049,6.467572526,-0.604708832,1,0.263157895,0.149581568,1,0.25,0.25,0.25,1,1,2,1,0,1.272487356,-0.072,0,1,4
ALB,1994,1,0,0,5,0,5.192956851,2.6375,4.353049176,6.57284598,-1.727646365,1,0.263157895,0.15525334,1,0.25,0.25,0.1875,1,1,2,1,0,4.993786801,0.096,0,1,3
ALB,1995,1,0,0,5,0,5.379897354,2.6375,3.91804508,6.667277826,-2.897649455,1,0.263157895,0.174488211,1,0.25,0.25,0.125,1,1,2,1,0,7.23403345,0.083,0,2,2
ALB,1996,1,0,0,5,0,4.48863637,2.6375,3.849879949,6.804494004,-2.971819295,1,0.263157895,0.172750597,1,0.25,0.25,0.0625,1,1,2,0,0,8.512455319,0.133,0,1,0
ALB,1997,1,0,0,0,0,5.552959585,2.6375,3.861725091,6.900519717,-2.738483799,1,0.263157895,0.204037635,1,0.2037,0.2938,-0.0463,1,1,2,0,0,9.083538062,0.091000004,0,1,0
ALB,1998,1,0,0,5,0,5.703782475,2.6375,3.854625342,6.799099844,-2.687620232,1,0.263157895,0.219320408,1,0.257,0.28,0.018575,1,1,2,0,0,14.99878494,-0.102000003,0,1,3
ALB,1999,1,1,0,5,0,5.855071922,2.6375,3.809655995,6.92228687,-2.656137125,1,0.263157895,0.234043612,1,0.257,0.28,0.016825,1,1,2,1,0,14.49133549,0.127,0,1,2
ALB,2000,1,0,1,5,0,5.902633333,2.6375,3.898246809,7.020384181,-2.188215948,1,0.315789474,0.256276213,1,0.257,0.28,0.015075,1,1,2,1,0,12.69783504,0.101,0,1,1
ALB,2001,1,0,1,5,0,6.061456919,2.6375,4.036456573,7.091592146,-2.708550661,1,0.473684211,0.310425927,1,0.257,0.28,0.013325,1,1,2,1,0,6.780994565,0.073,0,1,0
ALB,2002,1,0,1,5,0,6.11146734,2.6375,4.081431225,7.158655384,-2.866192083,1,0.631578947,0.341833109,1,0.3681,0.4445,0.1111,1,1,2,1,0,8.042298095,0.07,0,1,2
ALB,2003,1,0,1,7,0,6.184148891,2.6375,4.206719053,7.18499768,-2.97156263,1,0.631578947,0.376247441,0,0.3681,0.4445,0.083325,0,1,2,1,0,8.108136752,0.029,0,1,1
ALB,2004,1,0,1,7,0,6.246106765,2.6375,4.197106296,7.23703989,-2.970532857,1,0.789473684,0.419097312,0,0.3681,0.4445,0.05555,0,1,2,1,0,8.749469964,0.057,0,1,0
ALB,2005,1,0,1,7,0,6.270988432,2.6375,4.17205563,7.290503932,-3.395888658,1,0.842105263,0.451167487,0,0.3681,0.4445,0.027775,0,1,2,1,0,11.40120238,0.059,0,1,0
ALB,2006,1,0,1,9,0,6.276643489,2.6375,4.228280728,7.340211063,-3.350210361,1,0.842105263,0.479736801,1,0.3,0.386,-0.0681,1,1,3,1,0,12.484107,0.055,0,1,4
ALB,2007,1,0,1,9,0,6.302618976,2.6375,4.307325527,7.385416047,-3.394451753,1,0.894736842,0.49728077,1,0.3,0.386,-0.051075,1,1,3,1,0,15.19939171,0.05,0,0,3
ALB,2008,1,0,1,9,0,6.311734809,2.6375,4.415492259,7.440261018,-3.57210658,1,0.894736842,0.524152683,1,0.3,0.386,-0.03405,1,1,3,1,0,22.81887348,0.06,0,0,2
ALG,1983,1,0,0,-9,0,5.899897354,2.9,4.093059258,7.562449253,-4.901820541,0,0.066666667,0.119871497,0,0,0,0,0,0,1,0,1,3.285216287,NA,0,2,1
ALG,1984,1,0,0,-9,0,5.950642553,2.9,3.984234216,7.582377122,-5.061841736,0,0.066666667,0.119125355,0,0,0,0,0,0,1,0,1,3.042741633,0.05400003,0,2,0
ALG,1985,1,0,0,-9,0,5.986452005,2.9,3.973614382,7.605113457,-5.011396246,0,0.066666667,0.119740541,0,0,0,0,0,0,1,0,1,2.806623594,0.055999965,0,1,4
ALG,1986,1,0,0,-9,0,5.993961427,2.9,3.918524239,7.610939185,-4.948973346,0,0.066666667,0.11964513,0,0,0,0,0,0,1,0,1,2.562945694,0.036999973,0,2,3
ALG,1987,1,0,0,-9,0,6.001414878,2.9,3.584260624,7.58581105,-5.044415024,0,0.066666667,0.131676258,0,0,0,0,0,0,1,0,1,2.365418234,0.00400001,0,2,2
ALG,1988,1,0,0,-9,0,6.08221891,2.9,3.486903544,7.550963719,-5.006986265,0,0.066666667,0.143367594,0,0,0,0,0,0,1,0,1,2.31930067,-0.006999975,0,1,0
ALG,1989,1,0,0,-9,0,6.167516491,2.9,3.640518364,7.514204628,-5.012272793,0,0.066666667,0.143039381,0,0,0,0,0,0,1,0,1,2.565968816,-0.010000055,0,2,4
ALG,1990,1,0,0,-2,0,6.222576268,2.9,3.853404414,7.531408407,-5.018056765,1,0.066666667,0.136821316,0,0,0,0,0,1,1,0,1,2.741271753,0.044000022,0,2,3
ALG,1991,1,0,0,-2,0,6.270988432,2.9,3.879101257,7.514228245,-5.062637437,1,0.133333333,0.148971307,0,0,0,0,0,1,1,1,1,2.521486082,0.008000006,0,1,2
ALG,1992,1,0,0,-2,0,6.343880434,2.9,3.964949113,7.477595176,-4.740443071,1,0.133333333,0.142333101,0,0,0,0,0,1,1,1,1,3.51524087,-0.012000006,3266.257,1,1
ALG,1993,1,0,0,-7,0,6.418364936,2.9,3.895671734,7.471598207,-4.628347793,1,0.133333333,0.151123622,1,0,0,0,1,0,1,1,1,3.394329723,0.018000023,3307.417,1,NA
ALG,1994,1,0,0,-7,0,6.43775165,2.9,3.804945759,7.42764701,-4.793739863,1,0.2,0.156701154,1,0,0,0,1,0,1,0,1,3.278082649,-0.021000008,3344.1,1,NA
ALG,1995,1,0,0,-7,0,6.436150368,2.9,3.883303269,7.397477228,-4.489900776,1,0.2,0.168884288,1,0,0,0,1,0,1,0,1,3.93757713,-0.008999966,6893.63,1,0
ALG,1996,1,0,0,-3,0,6.380122537,2.9,4.010799991,7.415505444,-4.460844524,1,0.2,0.161557606,1,0,0,0,1,0,1,0,1,3.971277798,0.037999948,13273.69,1,4
ALG,1997,1,0,0,-3,0,6.472346295,2.9,3.983508861,7.438340583,-4.540279687,1,0.2,0.178096522,1,0,0,0,1,0,NA,0,1,4.133964878,0.040999985,9936.923,1,3
ALG,1998,1,0,0,-3,0,6.486160789,2.9,3.955923358,7.433556637,-4.68607851,1,0.2,0.190483495,0,0,0,0,0,0,NA,0,1,4.567672595,0.010999999,13273.69,1,2
ALG,1999,1,0,0,-3,0,6.516193076,2.9,3.808759191,7.468663641,-4.367651244,1,0.2,0.204309888,0,0,0,0,0,0,NA,0,1,5.825499592,0.051000036,13347.05,1,0
ALG,2000,1,0,0,-3,0,6.502790046,2.9,3.921830493,7.485921547,-5.032569499,1,0.2,0.229421891,1,0,0,0,1,0,NA,0,1,6.370944088,0.032000015,2031.405,1,4
ALG,2001,1,0,0,-3,0,6.523562306,2.9,4.135639912,7.493338895,-5.008955725,1,0.2,0.254329669,1,0,0,0,1,0,NA,0,1,6.455273326,0.022000007,1705.066,1,3
ALG,2002,1,0,0,-3,0,6.527957918,2.9,4.057847129,7.504420182,-4.900588507,1,0.2,0.276741898,1,0,0,0,1,0,NA,0,1,8.576974094,0.025999952,1150.288,1,2
ALG,2003,1,0,0,-3,0,6.529418838,2.9,4.102248594,7.535603444,-4.885026077,1,0.2,0.302350541,1,0.095,0.1547,0.095,1,0,2,0,1,10.1810656,0.047000047,304,1,1
ALG,2004,1,0,0,-3,0,6.591673732,2.9,4.129401957,7.587435052,-4.849852078,1,0.2,0.335983649,1,0.095,0.1547,0.07125,1,0,2,0,1,9.455950916,0.069000017,198,1,0
ALG,2005,1,0,0,2,0,6.586171655,2.9,4.185464279,7.62316511,-4.812411897,1,0.2,0.362335522,0,0.095,0.1547,0.0475,0,0,2,0,1,8.568808918,0.051999971,500,1,4
ALG,2006,1,0,0,2,0,6.587550015,2.9,4.275502324,7.657929759,-4.868997766,0,0.2,0.380784221,0,0.095,0.1547,0.02375,0,0,2,0,1,8.132956337,0.050999993,490,0,3
ALG,2007,1,0,0,2,0,6.6147256,2.9,4.250272663,7.662720084,-5.089038172,0,0.2,0.389217672,0,0.095,0.1547,0,0,0,2,0,1,8.688265478,0.02,191,0,2
ALG,2008,1,0,0,2,0,6.608000625,2.9,4.247102151,7.677200705,-4.919773899,0,0.2,0.35964547,0,0.0509,0.43,-0.0441,0,0,4,0,1,8.824661438,0.03,467,0,1
ANG,1983,1,0,0,-7,0,4.644390899,1.9375,NA,NA,NA,0,0,0.083169311,0,0,0,0,0,0,1,0,1,4.442035881,NA,5882,1,NA
ANG,1984,1,0,0,-7,0,4.836281907,1.9375,NA,NA,NA,0,0,0.08372785,0,0,0,0,0,0,1,0,1,6.248885746,NA,5882,1,NA
ANG,1985,1,0,0,-7,0,4.875197323,1.9375,NA,NA,NA,0,0,0.084018113,0,0,0,0,0,0,1,0,1,7.072579761,NA,5882,0,NA
ANG,1986,1,0,0,-7,0,4.890349128,1.9375,4.11180354,6.651066423,-4.244989557,0,0,0.087324152,0,0,0,0,0,0,1,0,1,9.853238048,NA,5882,1,4
ANG,1987,1,0,0,-7,0,4.912654886,1.9375,4.258087953,6.650487389,-3.871541565,0,0,0.094037369,0,0,0,0,0,0,1,0,1,14.09323834,0.028,5883,0,3
ANG,1988,1,0,0,-7,0,4.976733742,1.9375,4.125235217,6.700855355,-3.964797312,0,0,0.101118248,0,0,0,0,0,0,1,0,1,13.85594234,0.079,5883,0,2
ANG,1989,1,0,0,-7,0,5.036952602,1.9375,4.010182781,6.730551914,-3.887295165,0,0,0.100730047,0,0,0,0,0,0,1,0,1,14.44977083,0.056,5883,1,1
ANG,1990,1,0,0,-7,0,5.056245805,1.9375,3.971515154,6.708500879,-3.989443766,0,0,0.097866155,0,0,0,0,0,0,1,0,1,14.57456989,0.004,5883,1,4
ANG,1991,1,0,0,-7,0,5.153291594,1.9375,4.091690648,6.676925586,-3.661912597,0,0,0.108568657,0,0,0,0,0,0,1,0,1,9.950163506,-0.003,5883,0,3
ANG,1992,1,0,0,-3,0,5.267858159,1.9375,4.048587675,6.633338134,-3.811458273,0,0,0.111221528,0,0,0,0,0,1,1,0,1,13.88848072,-0.012,4566.94,1,0
ANG,1993,1,0,0,0,0,5.318119994,1.9375,4.938217917,6.528254987,-3.027397203,0,0,0.117452834,0,0.341,0.341,0.341,0,0,2,0,1,14.14753724,-0.069,3000,0,4
ANG,1994,1,0,0,-1,0,5.342334252,1.9375,4.691877603,6.210439102,-3.179564384,0,0,0.121151556,0,0.341,0.341,0.25575,0,0,2,0,1,22.50457757,-0.247,20000,0,3
ANG,1995,1,0,0,-1,0,3.33220451,1.9375,5.0826949,6.212095151,-2.612447944,0,0,0.123694728,0,0.341,0.341,0.1705,0,0,2,0,1,23.5014669,0.035,13280.74,0,2
ANG,1996,1,0,0,-2,0,5.262690189,1.9375,NA,6.280789462,-2.707753456,0,0,0.123076707,0,0.341,0.341,0.08525,0,0,2,0,1,58.50151829,0.104,1015.703,0,1
ANG,1997,1,0,0,-2,0,5.342334252,1.9375,5.015336843,6.359523929,-2.878996366,0,0,0.141475201,0,0.341,0.341,0,0,0,2,0,1,47.53746712,0.112,151.9504,0,4
ANG,1998,1,0,0,-3,0,5.370638028,1.9375,4.912579356,6.410200033,-3.140573492,0,0,0.153470729,0,0.341,0.341,0,0,0,1,0,1,45.94256821,0.079,153.7846,0,3
ANG,1999,1,0,0,-3,0,5.365976015,1.9375,4.867662456,6.451476186,-3.037676396,0,0,0.161787536,0,0.341,0.341,0,0,0,1,0,1,71.80451479,0.068047621,1827.669,0,2
ANG,2000,1,0,0,-3,0,5.384495063,1.9375,5.187369399,6.45796708,-2.918120562,0,0,0.190103557,0,0.341,0.341,0,0,0,1,0,1,115.1862674,0.032397997,13787.26,0,1
ANG,2001,1,0,0,-3,0,5.468060141,1.9375,5.026850163,6.460404992,-3.499613625,0,0.090909091,0.206995006,0,0.341,0.341,0,0,0,1,0,1,87.35288765,0.030120762,1378.726,0,0
ANG,2002,1,1,0,-3,0,5.476463552,1.9375,5.021059606,6.462021749,-3.458350195,0,0.090909091,0.224762289,0,0.341,0.341,0,0,0,1,0,1,113.2928707,0.031419662,1378.726,0,4
ANG,2003,1,0,1,-2,0,5.493061443,1.9375,4.910682945,6.566563539,-3.351556285,0,0.181818182,0.250304089,0,0.341,0.341,0,0,0,1,0,1,115.9652848,0.144905488,715,0,3
ANG,2004,1,0,1,-2,0,5.556828062,1.9375,4.88796057,6.567768305,-3.323367587,0,0.181818182,0.277616879,0,0.341,0.341,0,0,0,1,0,1,85.89330527,0.033082779,0,0,2
ANG,2005,1,0,1,-2,0,5.545177444,1.9375,4.815374368,6.643022706,-2.817421357,0,0.181818182,0.294096905,0,0.341,0.341,0,0,0,1,0,1,84.17557057,0.111828078,37,0,1
ANG,2006,1,0,1,-2,0,5.537334267,1.9375,4.857659522,6.800999516,-4.206336989,0,0.181818182,0.313092343,0,0.341,0.341,0,0,0,1,0,1,61.02618475,0.206132402,0,0,0
ANG,2007,1,0,1,-2,0,5.549076085,1.9375,4.699483299,6.943296891,-5.382484162,0,0.181818182,0.321494722,0,0.341,0.341,0,0,0,1,0,1,49.7116734,0.185633391,0,0,4
ANG,2008,1,0,1,-2,0,5.575949103,1.9375,4.786016847,7.101071878,-4.9126085,0,0.181818182,0.343951394,0,0.341,0.341,0,0,0,1,0,1,37.27551759,0.202795799,25,0,3
ARG,1983,1,0,0,-8,0,6.927557906,2.963076923,2.748006932,8.788954532,-5.338536829,0,0,0.112677395,0,0,0,0,0,1,1,1,1,3.921197936,NA,0,1,0
ARG,1984,1,0,0,8,1,6.941190055,2.963076923,2.70722787,8.812994386,-5.340491006,1,0,0.111471146,1,0.3708,0.4371,0.3708,1,1,2,2,1,3.836047511,0.038751234,0,1,5
ARG,1985,1,0,0,8,1,6.988413182,2.963076923,2.513363018,8.820870362,-5.330003513,1,0,0.117697887,1,0.3708,0.4371,0.2781,1,2,2,2,1,3.91608525,0.022117735,0,1,4
ARG,1986,1,0,0,8,1,6.960347729,2.963076923,2.890895236,8.727775735,-5.323699946,1,0,0.126266713,1,0.36,0.37,0.1746,1,2,2,2,1,5.126037943,-0.075866772,0,2,3
ARG,1987,1,0,0,8,1,6.931471806,2.963076923,2.673184929,8.789155662,-5.289984237,1,0,0.134125598,1,0.36,0.37,0.0846,1,2,5,2,1,4.81017666,0.078757798,0,2,2
ARG,1988,1,0,0,8,0,7.033506484,2.963076923,2.737542327,8.803260288,-5.27798825,1,0,0.137461589,1,0.415,0.562,0.0496,1,2,5,2,1,4.662813048,0.029099931,0,1,1
ARG,1989,1,0,0,8,0,7.10824414,2.963076923,2.756424953,8.762737676,-5.209776086,1,0,0.133416757,0,0.415,0.562,0.03855,0,2,5,2,1,4.902385242,-0.025569049,0,2,0
ARG,1990,1,0,0,7,0,7.164720379,2.963076923,2.977456163,8.670309419,-4.974582071,1,0,0.133309373,1,0.289,0.384,-0.0985,1,2,5,2,1,9.459301186,-0.074961896,0,2,5
ARG,1991,1,0,0,7,0,7.192182059,2.963076923,2.707440615,8.631745632,-5.165684099,1,0,0.143286714,1,0.289,0.384,-0.08075,1,2,5,2,1,6.426914359,-0.023989592,0,1,4
ARG,1992,1,0,0,7,0,7.221105098,2.963076923,2.621260919,8.737022374,-5.122407834,1,0,0.140276099,1,0.2612,0.3088,-0.0908,1,2,5,2,1,6.074376497,0.126697101,0,1,3
ARG,1993,1,0,0,7,0,7.270312886,2.963076923,2.689952798,8.836063185,-5.176061596,1,0,0.145130998,1,0.2612,0.3088,-0.05235,1,2,5,2,1,7.126038242,0.119407747,0,1,2
ARG,1994,1,0,0,7,0,7.292337176,2.963076923,2.786439327,8.879941628,-5.200275811,1,0,0.149732731,1,0.3,0.579,0.0249,1,2,2,2,1,7.82258345,0.059069195,0,1,1
ARG,1995,1,0,0,7,0,7.303843225,2.963076923,2.897120063,8.923375921,-5.277787764,1,0,0.159653472,0,0.3,0.579,0.02215,0,2,2,2,1,8.703314008,0.058362007,0,1,0
ARG,1996,1,0,0,7,0,7.341483852,2.963076923,2.98184191,8.881443753,-5.288080747,1,0,0.160601995,0,0.2174,0.4735,-0.0632,0,2,2,2,1,10.84518865,-0.028452096,0,1,3
ARG,1997,1,0,0,7,0,7.358193753,2.963076923,3.066554699,8.922355882,-5.318435271,1,0,0.175041992,0,0.2174,0.4735,-0.05225,0,2,2,1,1,12.33776248,0.055266898,0,1,2
ARG,1998,1,0,0,7,0,7.358193753,2.963076923,3.148510221,8.987692133,-5.34711037,1,0,0.186294826,0,0.0696,0.0696,-0.1891,0,2,5,1,1,14.36270815,0.081110468,0,1,1
ARG,1999,1,0,0,7,0,7.409741954,2.963076923,3.149165665,9.013205185,-5.361083312,1,0,0.192998674,0,0.0696,0.0696,-0.1315,0,2,5,1,1,16.01412027,0.038501789,0,1,0
ARG,2000,1,0,0,8,0,7.418780883,2.963076923,3.059743081,8.96708515,-5.353673373,1,0,0.222961088,1,0.337,0.413,0.1935,1,2,4,1,1,21.88774183,-0.033854571,0,1,3
ARG,2001,1,0,0,8,0,7.482118924,2.963076923,3.10927237,8.948186133,-5.358238244,1,0,0.253151703,1,0.337,0.413,0.1636,1,2,4,1,1,23.83344386,-0.007889989,0,1,2
ARG,2002,1,0,0,8,0,7.496652438,2.963076923,3.079097957,8.892881509,-5.290158917,1,0,0.281909728,2,0.231,0.303,0.0277,2,1,4,1,1,29.57378474,-0.044088397,0,1,1
ARG,2003,1,0,0,8,0,7.526717561,2.963076923,3.70104736,8.767972201,-5.28316305,1,0.166666667,0.343641887,2,0.231,0.303,-0.01265,2,1,4,1,1,42.28306985,-0.108944848,0,1,0
ARG,2004,1,0,0,8,0,7.5750717,2.963076923,3.667982659,8.843486005,-5.237134724,1,0.166666667,0.360371585,2,0,0,-0.284,2,2,2,1,1,37.24040017,0.088370408,0,1,3
ARG,2005,1,0,0,8,0,7.579167967,2.963076923,3.771028745,8.9208093,-5.283051621,1,0.166666667,0.400394685,1,0,0,-0.19975,1,2,2,1,1,34.28949485,0.090295733,0,1,2
ARG,2006,1,0,0,8,0,7.596392304,2.963076923,3.790005708,8.999300609,-5.302664114,1,0.166666667,0.417692603,1,0,0,-0.1155,1,2,4,1,1,30.09822511,0.091789502,0,1,1
ARG,2007,1,0,0,8,0,7.597897951,2.963076923,3.783999048,9.070964433,-5.295510768,0,0.166666667,0.434266665,0,0,0,-0.05775,0,2,4,1,1,28.12066635,0.084660627,0,1,0
ARG,2008,1,0,0,8,0,7.597897951,2.963076923,3.805854894,9.144156625,-5.341643675,0,0.166666667,0.464055831,0,0,0,0,0,2,5,1,1,25.74714352,0.086533368,0,1,3
ARM,1983,1,0,0,NA,NA,0,2.85,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
ARM,1984,1,0,0,NA,NA,0,2.85,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
ARM,1985,1,0,0,NA,NA,0,2.85,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
ARM,1986,1,0,0,NA,NA,0,2.85,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
ARM,1987,1,0,0,NA,NA,0,2.85,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
ARM,1988,1,0,0,NA,NA,0,2.85,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
ARM,1989,1,0,0,NA,NA,0,2.85,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
ARM,1990,1,0,0,NA,NA,0,2.85,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
ARM,1991,1,0,0,NA,NA,0,2.85,4.398585263,6.678818611,-5.399243285,0,0,NA,1,0,0,0,1,NA,1,NA,1,NA,NA,0,NA,0
ARM,1992,1,0,0,7,1,3.258096538,2.85,4.613791468,6.563639049,-5.143890324,0,0,0.126213592,1,0,0,0,1,1,3,NA,1,NA,-0.116999985,0,NA,4
ARM,1993,1,0,0,7,1,3.931825633,2.85,4.615880171,6.040195474,-3.812245687,0,0.1,0.130889965,1,0,0,0,1,1,3,NA,1,2.611298177,-0.418000027,0,1,3
ARM,1994,1,0,0,7,1,4.553876892,2.85,4.681882572,5.971412941,-2.424529665,0,0.1,0.13846253,1,0,0,0,1,1,3,1,1,2.872285949,-0.087999988,0,1,2
ARM,1995,1,0,0,7,1,4.919980926,2.85,4.722320408,6.047977964,-2.005254907,1,0.1,0.145625371,1,0,0,0,1,1,3,1,1,3.448534187,0.054000028,0,1,1
ARM,1996,1,0,0,3,0,4.919980926,2.85,4.455681928,6.135391572,-2.505825044,1,0.1,0.14057545,0,0.1688,0.4587,0.1688,0,1,2,1,1,5.129658635,0.068999984,0,1,0
ARM,1997,1,0,0,-6,0,5.164785974,2.85,4.372349482,6.208343424,-2.337363877,1,0.1,0.15814681,0,0.1688,0.4587,0.1266,0,1,3,1,1,5.234936215,0.058654007,0,1,4
ARM,1998,1,0,0,-6,0,5.313205979,2.85,4.36370665,6.252870333,-3.207341318,1,0.1,0.183877811,0,0.1688,0.4587,0.0844,0,1,3,1,1,8.268899996,0.033210797,0,1,0
ARM,1999,1,0,0,5,0,5.459585514,2.85,4.274475571,6.331589261,-2.973865149,1,0.1,0.193807325,1,0.1688,0.4587,0.0422,1,1,3,1,1,18.83023226,0.073,0,1,4
ARM,2000,1,0,0,5,0,5.537334267,2.85,4.256469357,6.370040582,-2.864332427,1,0.2,0.229891828,1,0.1204,0.3036,-0.0484,1,1,3,1,1,25.9174267,0.033,0,1,3
ARM,2001,1,0,0,5,0,5.771441123,2.85,4.30295934,6.432108253,-2.480001496,1,0.2,0.282690525,1,0.1204,0.3036,-0.0363,1,1,3,1,1,30.47243464,0.059,0,1,2
ARM,2002,1,0,0,5,0,5.814130532,2.85,4.271343572,6.527157499,-2.688944374,1,0.2,0.322848201,1,0.1204,0.3036,-0.0242,1,1,3,1,1,30.79684829,0.096,0,1,1
ARM,2003,1,1,0,5,0,5.888877958,2.85,4.32998853,6.652600639,-2.421309479,1,0.2,0.364936085,1,0.1204,0.3036,-0.0121,1,1,3,1,1,32.11265469,0.131863005,0,1,0
ARM,2004,1,0,1,5,0,5.953243334,2.85,4.409005006,6.783834111,-2.885956438,1,0.3,0.388713875,0,0.1371,0.2829,0.0167,0,1,3,0,1,31.49162319,0.14,0,1,4
ARM,2005,1,0,1,5,0,6.013715156,2.85,4.241502034,6.883065249,-3.002490258,1,0.3,0.407654652,0,0.1371,0.2829,0.012525,0,1,3,0,1,30.83367597,0.105,0,1,3
ARM,2006,1,0,1,5,0,6.056784013,2.85,4.277206604,7.012210183,-3.349585288,1,0.4,0.432361084,0,0.1371,0.2829,0.00835,0,1,3,0,1,27.77284779,0.139,0,0,2
ARM,2007,1,0,1,5,0,6.11146734,2.85,4.136912121,7.135038566,-3.540845837,1,0.4,0.442989465,0,0.1371,0.2829,0.004175,0,1,3,0,1,27.79204616,0.132,0,0,1
ARM,2008,1,0,1,5,0,6.142037406,2.85,4.066227256,7.262137187,-3.447835647,1,0.4,0.477993056,0,0.06,0.08440001,-0.0771,0,1,3,0,1,26.59167747,0.137,0,0,0
AUL,1983,0,0,1,10,0,7.058758153,8.666153846,3.406924663,9.625331296,-5.399243285,0,0,0.162239086,0,0.451,0.451,0.0275,0,2,5,2,0,14.3133355,NA,0,2,0
AUL,1984,0,0,1,10,0,7.082548569,8.666153846,3.368632794,9.589404737,-5.399243285,0,0,0.161117983,1,0.344,0.436,-0.09325,1,2,4,2,0,14.37027976,-0.023148932,0,2,0
AUL,1985,0,0,1,10,0,7.129297549,8.666153846,3.346900005,9.623488695,-5.399243285,0,0,0.163670512,1,0.344,0.436,-0.08025,1,2,4,2,0,13.32703175,0.046452818,0,2,2
AUL,1986,0,0,1,10,0,7.095064377,8.666153846,3.475333498,9.660044187,-5.399243285,0,0,0.168176507,1,0.344,0.45,-0.0535,1,2,4,2,0,15.33129905,0.051511815,0,2,1
AUL,1987,0,0,1,10,0,7.059617628,8.666153846,3.492180769,9.69009967,-5.399243285,0,0,0.180039587,1,0.344,0.45,-0.02675,1,2,4,2,0,15.00605066,0.047540853,0,2,0
AUL,1988,0,0,1,10,0,7.212294469,8.666153846,3.479255056,9.695247062,-5.399243285,0,0,0.18981202,1,0.3433,0.4585,-0.0007,1,2,4,2,0,19.75073238,0.02056588,0,2,2
AUL,1989,0,0,1,10,0,7.293697721,8.666153846,3.473584268,9.731097546,-5.399243285,0,0,0.191964769,0,0.3433,0.4585,-0.000525,0,2,4,2,0,22.58075417,0.053599662,0,2,1
AUL,1990,0,0,1,10,0,7.344072851,8.666153846,3.457202975,9.757852145,-5.399243285,0,0,0.194407701,0,0.3433,0.4585,-0.00035,0,2,4,2,0,23.05541176,0.044648293,0,2,0
AUL,1991,0,0,1,10,0,7.38274645,8.666153846,3.456700289,9.772108618,-5.399243285,0,0,0.215374407,0,0.3474,0.4807,0.003925,0,2,4,2,0,23.71561537,0.029482505,0,2,2
AUL,1992,0,0,1,10,0,7.412160335,8.666153846,3.455771374,9.756519159,-5.399243285,0,0,0.209979829,0,0.3474,0.4807,0.003075,0,2,4,2,0,24.33052658,-0.002839644,0,2,1
